GEOID,DAC_Desig,REDC,County,City_Town,NYC_Region,Urb_Rural,Trib_Desig,HH_Low_Cnt,Pop_Cnt,HH_Cnt,Rank_State,Rank_NYC,Rank_ROS,Comb_Sc,Burden_Pct,Vulner_Pct,Burden_Sc,Vulner_Sc,Benzene,PM25,Traff_Trk,Traff_Veh,Waste_H2O,Vacancy,Ind_LU,Landfills,Oil_Stor,Waste_Com,Pwr_Gen,RMP_Sites,Rem_Sites,Scrap_Met,Ag_LU,Coast_Fld,Days_90_D,Drv_Health,In_Flood,Low_Veg,Asian_Pct,Black_Pct,Redline,Lat_Pct,Eng_Prof,Native_Pct,LMI_80_AMI,LMI_Fed,No_College,HH_Single,Unemploymt,Asthma,COPD,HH_Disab,Birth_Wt,MI_Rates,Health_Ins,Age_Ovr_65,Prem_Death,Internet,Energy_Aff,Homes_1960,Mobile,Rent_Inc,Rent_Pct,OBJECTID,Shape__Area,Shape__Length
36081046200,Designated as DAC,New York City,Queens,New York city,NYC,urban,No,No,6907,2079,77.2128,63.4193,0,95.0280238769611,29.8594,85.8339,28.3686782341334,66.6593456428276,62.1560574948665,54.6072974644403,65.1276813074566,72.8358834625865,0,43.1060123220735,0,0,0,0,0,37.0591874613322,0,0,0,0,43.9332247557003,20.8205756276791,0,96.1124533274764,95.8870609159626,67.9233089185696,62.5416821044831,83.0623020063358,80.9313725490196,55.84451901566,86.4169108413562,42.495289930919,59.5188284518828,67.8832116788321,57.7076761303891,80.2396468362413,50.5150304813958,31.0251046025105,91.382555950638,90.1915386234477,89.6935348446683,40.3640929064658,81.8372924111835,73.9176124422026,82.5240686479699,25.81589958159,0,94.0677966101695,79.5226130653266,1,434850.859375,2792.30575063365
36081046300,Designated as DAC,New York City,Queens,New York city,NYC,urban,No,No,3836,1036,73.3208,57.4976,0,92.6044181778357,69.1687,70.6005,36.0342836727995,56.5701345050362,96.8377823408624,70.7276850133993,42.3901940755873,35.548103123035,0,72.9976630550244,74.0950226244344,0,0,0,0,30.4598886368323,0,0,0,0,96.2947882736156,36.1094100836905,0,93.520755545794,95.2645620275678,13.4855665661353,65.3204890700259,91.8690601900739,95.3921568627451,68.34451901566,88.9493511929678,54.5740004186728,86.1506276150628,75.8909403177329,6.16193480546793,56.7584612150515,8.78705066218205,15.7949790794979,52.6458899811755,3.78867606819617,97.208228379513,16.3632559112785,66.9539625814589,30.5590584279109,82.5240686479699,57.8661087866109,0,88.2838983050847,68.2370184254606,2,278001.58984375,2650.90121936131
36081046500,Designated as DAC,New York City,Queens,New York city,NYC,urban,No,No,4172,972,74.1578,58.8825,0,93.2398837769865,63.627,73.5091,34.8487577506231,58.3911260263635,96.8993839835729,70.7070707070707,28.7640449438202,55.5019911968141,0,46.5689398767793,38.1221719457014,0,0,0,0,31.1610641369355,0,0,0,0,96.2947882736156,32.1494182486222,0,100,88.6171631836372,16.0706591986213,64.9129307150797,97.8669482576557,96.9852941176471,19.2673378076063,78.3382168271243,64.3918777475403,79.581589958159,80.7642765135251,19.2008412197687,56.7584612150515,8.78705066218205,15.6694560669456,52.6458899811755,3.78867606819617,99.7061293031066,16.2795563925507,66.9539625814589,74.5901639344262,82.5240686479699,88.9121338912134,0,61.3559322033898,81.7420435510888,3,226303.80078125,1979.37753048363
36081046700,Designated as DAC,New York City,Queens,New York city,NYC,urban,No,No,5895,1972,73.258,57.3543,0,92.5062252263166,51.0339,76.2084,32.2517631021392,60.2544621241773,97.0636550308008,72.0676149247578,22.635342185904,34.772584363865,0,48.8633949437009,0,0,0,0,0,31.8622396370386,0,0,0,0,96.2947882736156,35.2520922637273,0,92.6422139248847,90.306803023566,27.4450667815597,62.3564283067803,96.8109820485744,98.578431372549,0,86.6262034323985,55.8300188402763,77.907949790795,73.2503220266209,64.1009463722397,56.7584612150515,8.78705066218205,9.58158995815899,52.6458899811755,3.78867606819617,96.0747271200672,51.6844528143963,66.9539625814589,82.7238335435057,58.4972791963165,53.8075313807531,0,94.9364406779661,92.9020100502513,4,247395.5234375,2596.7816786913
36081046900,Designated as DAC,New York City,Queens,New York city,NYC,urban,No,No,8207,2682,74.5763,59.4556,0,93.4823962515635,52.1712,77.4848,32.4745135237901,61.0078827277734,97.1252566735113,72.8097299525871,26.5168539325843,39.6143366170614,0,53.0274059910771,0,0,0,0,0,33.1820994019385,0,0,0,0,96.2947882736156,26.2298428250663,0,96.7933230836811,93.7305469097377,36.1266695389918,62.3564283067803,92.6715945089757,96.1764705882353,76.1185682326622,89.3470071159481,62.0682436675738,68.5774058577406,40.8759124087591,44.416403785489,56.7584612150515,8.78705066218205,51.1506276150628,52.6458899811755,3.78867606819617,86.5659109991604,30.1109018623143,66.9539625814589,81.2105926860025,58.4972791963165,72.6359832635983,0,66.3983050847458,86.9346733668342,5,264006.98046875,2927.05671391873
36081047000,Designated as DAC,New York City,Queens,New York city,NYC,urban,No,No,3197,864,76.2921,62.0821,0,94.5108164907144,20.5542,87.8845,26.2164507181603,68.294365772554,61.9301848049281,53.3292104720676,53.9121552604699,66.6317333892266,0,15.3601019757808,0,0,0,0,0,33.7801608579088,0,0,0,0,43.9332247557003,13.329250867524,0,99.4728750274544,97.7100933748333,59.5863851788022,32.789922193405,76.5364308342133,77.0343137254902,64.261744966443,46.9024696525743,63.7638685367385,61.234309623431,76.9428939458995,65.2996845425868,80.2396468362413,50.5150304813958,50.8786610878661,91.382555950638,90.1915386234477,93.3459277917716,48.8595940573342,81.8372924111835,53.1315678856662,94.0351611552951,97.7405857740586,49.8345466578425,77.6694915254237,54.0619765494137,6,399519.00390625,2668.29381835599
36081004500,Designated as DAC,New York City,Queens,New York city,NYC,urban,No,No,3194,1470,75.6644,61.0793,0,94.0939579699575,94.1274,49.6966,46.818588592902,47.2753693770555,93.429158110883,84.6423417851989,68.8866189989785,54.1605533431146,94.7048300536673,53.0274059910771,89.2533936651584,0,0,0,83.3955223880597,74.1183749226645,0,0,0,73.1412639405204,78.521986970684,7.63421106348234,0,65.0999341093784,87.8612716763006,39.228780697975,100,66.1457233368532,80.2941176470588,29.3903803131991,39.7865215571369,22.9432698346242,18.7866108786611,0.72992700729927,51.9453207150368,59.764557494219,25.7094807651881,66.8619246861925,49.0064839991634,42.1384971584929,46.5575146935348,95.8568738229755,49.2957746478873,80.8953341740227,25.7639179573043,55.6066945606695,0,64.3432203389831,31.5954773869347,7,384543.76953125,3194.20617608057
36081004700,Designated as DAC,New York City,Queens,New York city,NYC,urban,No,No,3665,1727,88.1147,79.6084,0,104.188080839692,84.5327,81.9209,40.4597349056027,63.7283459340889,97.0225872689938,84.8484848484848,77.2012257405516,41.1863341018654,93.8103756708408,54.9394518801785,68.8914027149321,0,0,0,83.5820895522388,73.5409362755207,0,0,0,0,78.521986970684,18.1057358644621,0,58.7963979793543,79.7910182303246,78.888410168031,100,81.4783526927138,82.5,73.7695749440716,87.1075763917957,74.4818924010885,52.4686192468619,85.1653069987119,38.6119873817035,59.764557494219,25.7094807651881,62.4686192468619,49.0064839991634,42.1384971584929,48.2577665827036,37.5810839087675,49.2957746478873,86.2547288776797,58.4972791963165,63.7238493723849,0,27.0338983050847,92.6298157453936,8,312741.90234375,2240.11172908113
36081005300,Designated as DAC,New York City,Queens,New York city,NYC,urban,No,No,5092,2372,72.0234,55.1576,0,91.8988146073866,88.0687,55.7648,41.9797584652779,49.9190561421087,95.9753593429158,83.4054834054834,62.6149131767109,42.3181722909243,92.6296958855098,56.0866794136393,47.3981900452489,0,0,0,61.9402985074627,73.3965766137348,0,0,0,0,78.521986970684,20.4939783629312,0,98.9677135954316,89.8843930635838,32.76604911676,100,65.6177402323126,77.4754901960784,96.3926174496644,73.901213897028,38.6016328239481,10.4602510460251,4.40103048518678,46.1829652996845,59.764557494219,25.7094807651881,47.5313807531381,49.0064839991634,42.1384971584929,58.1654072208228,41.4940364092906,49.2957746478873,45.6494325346784,25.7639179573043,72.4686192468619,0,21.2076271186441,87.5628140703518,9,342835.34375,3435.50355363025
36081044301,Designated as DAC,New York City,Queens,New York city,NYC,urban,No,No,3719,1269,91.9648,86.2464,0,107.908238296329,59.4706,94.7479,33.9192266162603,73.9890116800691,95.5030800821355,67.1820243248815,20.6945863125638,71.2429260113184,0,74.6547694922456,12.3303167420814,0,0,0,0,29.5731078572902,0,0,0,0,96.2947882736156,36.1094100836905,0,83.0002196354052,79.9466429524233,56.053425247738,100,98.7539598732841,99.3137254901961,32.0469798657718,90.895772289661,94.2223152606238,92.4476987447699,79.2400171747531,97.055730809674,62.9598486441034,51.4189615303763,91.6317991631799,54.1309349508471,22.6899600084193,95.7178841309824,71.939736346516,63.8637796930839,93.1273644388398,94.0351611552951,12.907949790795,0,82.5847457627119,93.92797319933,10,233047.40625,2334.78376860056
36081043702,Designated as DAC,New York City,Queens,New York city,NYC,urban,No,No,7125,2299,87.738,79.0353,0,103.732827339754,78.5567,84.0552,38.4530105100072,65.2798168297463,94.7843942505133,66.4192949907236,97.5689479060266,97.8620834206665,0,21.1599745060548,0,0,0,0,0,30.2536605485667,0,0,0,0,96.2947882736156,35.8236374770361,0,98.198989677136,77.5455758114718,62.7746660922016,80.9559095961467,97.9303062302006,90.8823529411765,65.9395973154362,80.5567182921725,77.6638057358175,72.4686192468619,78.9823958780593,54.6161934805468,62.9598486441034,51.4189615303763,93.347280334728,54.1309349508471,22.6899600084193,97.2502099076406,35.1328729859803,63.8637796930839,43.3795712484237,58.4972791963165,24.18410041841,0,87.2245762711864,67.4204355108878,11,306357.375,2280.63647467083
36081036700,Designated as DAC,New York City,Queens,New York city,NYC,urban,No,No,2178,680,89.7468,82.1394,0,105.868361053389,82.713,85.1852,39.768286501293,66.1000745520957,98.3367556468173,69.5732838589982,57.6098059244127,83.6931460909663,0,93.7964733375823,2.71493212669683,0,0,0,0,42.1942668591462,0,0,0,0,96.2947882736156,50.1939171259441,0,98.9677135954316,76.8119164072921,84.4463593278759,62.6157836235643,86.8004223864836,83.4558823529412,50.8948545861298,68.1665969024696,65.0408205987021,62.4267782426778,85.8952340060112,87.0452155625657,69.6657557284002,69.6867773807021,36.8619246861925,62.2045597155407,17.5752473163544,84.5507976490344,53.0864197530864,53.1847803237334,52.5430853299706,94.0351611552951,86.1087866108787,0,75.1271186440678,51.1725293132328,12,341259.48046875,2520.92461275755
